date,price,dividend,small,large,rf,cpi,unemp_rate,ind_prod
195409,2.208221367,0.006756403,0.045492,0.074415,0.0007,26.800,5.7,18.7198
195410,2.16930809,0.003100428,-0.00357,-0.02123,0.0006,26.800,5.3,18.9424
195411,2.355968374,0.020235239,0.070397,0.094822,0.0008,26.800,5,19.2483
195412,2.478021671,0.008617873,0.13113,0.048443,0.0008,26.700,4.9,19.4987
195501,2.492956708,0.002006872,0.041438,0.005461,0.0009,26.700,4.7,19.9437
195502,2.557088019,0.014013277,0.064381,0.026655,0.001,26.700,4.6,20.1941
195503,2.546205053,0.008327032,0.004928,-0.004154,0.001,26.700,4.7,20.6669
195504,2.626010758,0.002565537,0.019645,0.039006,0.0014,26.700,4.3,20.9173
195505,2.642948527,0.014640566,0.014256,0.013223,0.001,26.700,4.2,21.2510
195506,2.809932658,0.007725119,0.026754,0.080913,0.001,26.700,4,21.2789
195507,2.864349814,0.002469291,0.015436,0.028775,0.0016,26.800,4.2,21.4458
195508,2.859827005,0.016521405,-0.00481,0.002747,0.0016,26.800,4.1,21.4179
195509,2.846834811,0.007236692,0.017703,0.005161,0.0018,26.900,4.3,21.5570
195510,2.770505476,0.003013435,-0.029821,-0.028516,0.0017,26.900,4.2,21.9186
195511,2.944207858,0.025361795,0.046333,0.076149,0.0018,26.900,4.2,21.9742
195512,2.983630801,0.009270137,0.032544,0.013884,0.0022,26.800,4,22.0577
195601,2.895688283,0.004040159,-0.000293,-0.029105,0.0019,26.800,3.9,22.1968
195602,2.995412892,0.014952716,0.030073,0.041338,0.0015,26.800,4.2,22.0021
195603,3.19203479,0.008420325,0.027119,0.074236,0.0019,26.800,4,22.0021
195604,3.205237046,0.00301864,-0.00153,0.006702,0.0023,26.900,4.3,22.1690
195605,3.029436204,0.017729041,-0.038103,-0.055251,0.002,27.000,4.3,21.9743
195606,3.134072931,0.008201345,0.005325,0.040396,0.0022,27.200,4.4,21.7796
195607,3.289306697,0.004065481,0.016694,0.052529,0.0017,27.400,4.1,21.1120
195608,3.174296088,0.016899875,-0.007668,-0.034504,0.0018,27.300,3.9,21.9742
195609,3.009029537,0.007785196,-0.033605,-0.053167,0.0025,27.400,3.9,22.4749
195610,3.025681506,0.005282495,-0.002217,0.006095,0.002,27.500,4.3,22.6696
195611,3.018910031,0.020896422,-0.000146,0.002221,0.0024,27.500,4.2,22.4749
195612,3.114150605,0.010277108,-0.003804,0.038079,0.0027,27.600,4.2,22.8087
195701,3.009736249,0.004378607,0.032705,-0.04425,0.0024,27.600,3.9,22.7253
195702,2.936906651,0.016515429,-0.027391,-0.018541,0.0023,27.700,3.7,22.9478
195703,2.998426035,0.009282343,0.00642,0.023813,0.0025,27.800,3.9,22.9200
195704,3.129712119,0.004173975,0.032382,0.054072,0.0026,27.900,4.1,22.6140
195705,3.227287154,0.017195655,0.012335,0.039692,0.0024,28.000,4.3,22.5306
195706,3.202075587,0.008888441,0.011442,0.000273,0.003,28.100,4.2,22.5862
195707,3.225649267,0.005039431,0.000432,0.011908,0.0025,28.300,4.1,22.7253
195708,3.047509561,0.016669449,-0.033326,-0.047967,0.0026,28.300,4.4,22.7253
195709,2.863479601,0.008524166,-0.049445,-0.061483,0.0029,28.300,4.5,22.5306
195710,2.740206804,0.005144214,-0.091614,-0.037599,0.0028,28.300,5.1,22.1968
195711,2.790958174,0.019384546,0.009856,0.022346,0.0024,28.400,5.2,21.6683
195712,2.676029307,0.0106438,-0.040879,-0.040141,0.0028,28.400,5.8,21.2510
195801,2.805118285,0.003623634,0.168035,0.034007,0.0012,28.600,6.4,20.8616
195802,2.748031323,0.017070544,-0.026758,-0.017682,0.0009,28.600,6.7,20.4166
195803,2.831194995,0.009431808,0.030936,0.033132,0.0008,28.800,7.4,20.1662
195804,2.914098047,0.004385058,0.046131,0.030188,0.0011,28.900,7.4,19.8325
195805,2.970007932,0.015702537,0.053401,0.020243,0.0003,28.900,7.3,20.0272
195806,3.04801519,0.009573811,0.035313,0.028662,0.0007,28.900,7.5,20.5557
195807,3.179921096,0.004772621,0.048594,0.042117,0.0004,29.000,7.4,20.8616
195808,3.225915474,0.014978763,0.041945,0.016647,0.0019,28.900,7.1,21.2789
195809,3.373488204,0.009451633,0.064701,0.050152,0.0018,28.900,6.7,21.4736
195810,3.460318417,0.00486789,0.04284,0.024752,0.0011,28.900,6.2,21.7239
195811,3.548352377,0.017861434,0.052556,0.025179,0.0022,29.000,6.2,22.3637
195812,3.726809663,0.009942787,0.041585,0.059748,0.0021,28.900,6,22.3915
195901,3.757078812,0.003714168,0.079512,0.001814,0.0019,29.000,5.9,22.7253
195902,3.782675789,0.016534349,0.035785,0.003656,0.0022,28.900,5.6,23.1703
195903,3.790668583,0.009655032,0.015248,0.002957,0.002,28.900,5.2,23.5041
195904,3.930457069,0.003868659,0.01978,0.042221,0.0022,29.000,5.1,24.0048
195905,3.990844611,0.016606565,0.00182,0.027415,0.0025,29.000,5,24.3664
195906,3.983401686,0.01012659,-0.008005,-0.003513,0.0025,29.100,5.1,24.3942
195907,4.116156514,0.004117069,0.033385,0.037984,0.0019,29.200,5.2,23.8101
195908,4.048231699,0.016671841,-0.012846,-0.010052,0.0031,29.200,5.5,23.0034
195909,3.856333372,0.00980731,-0.043194,-0.042906,0.003,29.300,5.7,22.9756
195910,3.912685972,0.004363131,0.001159,0.008998,0.0026,29.400,5.8,22.8087
195911,3.96461514,0.020649699,-0.001503,0.018312,0.0034,29.400,5.3,22.9478
195912,4.064804929,0.010974582,0.018932,0.033803,0.0033,29.400,5.2,24.3664
196001,3.791686621,0.003844,0.006962,-0.075702,0.0029,29.300,4.8,25.0061
196002,3.828519065,0.017814999,-0.009956,0.017041,0.0035,29.400,5.4,24.7836
196003,3.769222961,0.010192593,-0.022374,-0.009991,0.0019,29.400,5.2,24.5611
196004,3.70767532,0.003982275,-0.03889,-0.017765,0.0027,29.500,5.1,24.3664
196005,3.816232345,0.017842363,-0.000933,0.035589,0.0024,29.500,5.4,24.3386
196006,3.893068367,0.010285643,0.031171,0.021483,0.0013,29.600,5.5,24.0326
196007,3.801055697,0.003615503,-0.027168,-0.024432,0.0017,29.600,5.6,23.9492
196008,3.903931269,0.019548129,0.052016,0.031044,0.0016,29.600,5.5,23.9213
196009,3.666338012,0.008525987,-0.058487,-0.060128,0.0022,29.600,6.1,23.6710
196010,3.644629625,0.004452048,-0.044771,0.001129,0.0013,29.800,6.1,23.6432
196011,3.8000585,0.021731725,0.020256,0.042528,0.0016,29.800,6.6,23.3094
196012,3.975735204,0.008754505,0.01867,0.050468,0.0019,29.800,6.6,22.8643
196101,4.22535969,0.00462527,0.092935,0.058299,0.0014,29.800,6.9,22.8922
196102,4.36409515,0.01759939,0.059533,0.029108,0.002,29.800,6.9,22.8643
196103,4.487804156,0.00986217,0.067867,0.025468,0.0017,29.800,7,23.0034
196104,4.509722591,0.003410455,0.012058,0.00669,0.0018,29.800,7.1,23.4763
196105,4.607218284,0.01925217,0.053321,0.019803,0.002,29.800,6.9,23.8379
196106,4.466375621,0.009528239,-0.051407,-0.024606,0.0018,29.800,7,24.1717
196107,4.596825054,0.003336188,-0.004804,0.035563,0.0014,30.000,6.6,24.4498
196108,4.697366811,0.022869435,0.00823,0.023442,0.0017,29.900,6.7,24.6723
196109,4.597472609,0.005985479,-0.035767,-0.017811,0.0019,30.000,6.5,24.6446
196110,4.717429864,0.005688322,0.020488,0.027115,0.0015,30.000,6.1,25.1174
196111,4.905556249,0.026248851,0.03991,0.045877,0.0019,30.000,6,25.5068
196112,4.902617821,0.006427111,0.001946,0.007377,0.0024,30.000,5.8,25.7293
196201,4.718828484,0.006565239,0.051247,-0.045001,0.002,30.000,5.5,25.5068
196202,4.790800056,0.020074167,0.02245,0.022068,0.002,30.100,5.6,25.9240
196203,4.761513896,0.006817367,-0.010566,-0.003852,0.0022,30.100,5.6,26.0631
196204,4.455767565,0.003694535,-0.065556,-0.061663,0.0024,30.200,5.5,26.1188
196205,4.055804501,0.022884045,-0.109651,-0.079695,0.002,30.200,5.5,26.0909
196206,3.713754173,0.006970302,-0.074029,-0.084218,0.0027,30.200,5.4,26.0353
196207,3.951913514,0.004854523,0.075565,0.069103,0.0023,30.300,5.7,26.2856
196208,4.02028557,0.022123522,0.024666,0.021473,0.0021,30.300,5.6,26.3135
196209,3.812533293,0.00628297,-0.054525,-0.047415,0.0025,30.400,5.4,26.4804
196210,3.821748186,0.006936745,-0.035367,0.012079,0.002,30.400,5.7,26.5082
196211,4.22166356,0.027310279,0.122341,0.103562,0.0023,30.400,5.5,26.6194
196212,4.269402131,0.007348095,-0.00989,0.017701,0.0025,30.400,5.7,26.6194
196301,4.48235564,0.006054094,0.116502,0.045088,0.0023,30.400,5.9,26.8141
196302,4.360206966,0.021118253,-0.002444,-0.02524,0.0023,30.400,5.7,27.1201
196303,4.502323552,0.007049328,0.011834,0.038527,0.0025,30.500,5.7,27.2870
196304,4.713383476,0.004608444,0.022507,0.051209,0.0024,30.500,5.9,27.5374
196305,4.784169069,0.025322629,0.053883,0.017855,0.0023,30.500,5.6,27.8711
196306,4.691595397,0.006449618,-0.023358,-0.020133,0.0027,30.600,5.6,27.9546
196307,4.676601058,0.006212377,-0.008663,0.001974,0.0025,30.700,5.4,27.8433
196308,4.907629827,0.021865301,0.033794,0.053586,0.0027,30.700,5.5,27.8990
196309,4.839045701,0.006611157,-0.013605,-0.008803,0.0029,30.700,5.5,28.1771
196310,4.973866353,0.007185623,0.006673,0.035766,0.0027,30.800,5.7,28.3718
196311,4.918502246,0.030099583,-0.023456,-0.005328,0.0029,30.800,5.5,28.5109
196312,5.021121877,0.008114031,-0.010151,0.026428,0.003,30.900,5.6,28.4553
196401,5.144967848,0.005425275,0.048167,0.030953,0.0026,30.900,5.4,28.7056
196402,5.212119969,0.023577321,0.038244,0.01476,0.0031,30.900,5.4,28.9003
196403,5.295597282,0.008332963,0.040864,0.012527,0.0029,30.900,5.3,28.9003
196404,5.313475219,0.005092546,-0.008988,0.008378,0.0026,30.900,5.1,29.3732
196405,5.377013755,0.026111136,0.011883,0.017677,0.003,30.900,5.2,29.5401
196406,5.455733237,0.00837644,0.0129,0.016178,0.003,31.000,4.9,29.6235
196407,5.557722714,0.0055135,0.050032,0.016286,0.0028,31.100,5,29.8182
196408,5.470105215,0.024314417,-0.01039,-0.012973,0.0028,31.000,5.1,30.0129
196409,5.62839912,0.008723572,0.058021,0.029011,0.0029,31.100,5.1,30.1242
196410,5.675525706,0.006547938,0.037792,0.007656,0.0029,31.100,4.8,29.7070
196411,5.657182407,0.032379046,-0.002504,0.002515,0.0031,31.200,5,30.6249
196412,5.66924352,0.009304382,-0.021845,0.007349,0.0028,31.200,4.9,30.9865
196501,5.877831996,0.005610383,0.084596,0.031392,0.003,31.200,5.1,31.3203
196502,5.89409008,0.025468335,0.021914,-0.003131,0.0036,31.200,4.7,31.5150
196503,5.82121555,0.009811742,0.027024,-0.015387,0.0031,31.300,4.8,31.9322
196504,6.014206309,0.00544687,0.054051,0.035136,0.0031,31.400,4.6,32.0713
196505,5.959741657,0.028671768,-0.004098,-0.002718,0.0035,31.400,4.6,32.3216
196506,5.64960862,0.009915079,-0.082784,-0.040295,0.0031,31.600,4.4,32.5720
196507,5.741200075,0.005145255,0.043151,0.010312,0.0033,31.600,4.4,32.8779
196508,5.886550038,0.027312922,0.035916,0.02366,0.0031,31.600,4.3,33.0170
196509,6.067143506,0.009105546,0.045029,0.032604,0.0031,31.600,4.2,33.1005
196510,6.234875756,0.006555492,0.07574,0.021522,0.0035,31.700,4.1,33.4343
196511,6.207872509,0.037120474,0.043692,-0.012586,0.0033,31.700,4,33.5733
196512,6.275227925,0.009354612,0.077184,0.00719,0.0038,31.800,4,33.9905
196601,6.332257197,0.005671159,0.073782,0.000652,0.0035,31.800,3.8,34.3243
196602,6.239400977,0.028082325,0.029287,-0.016204,0.0038,32.000,3.8,34.5469
196603,6.095164745,0.011071949,-0.02334,-0.023494,0.0034,32.100,3.8,35.0197
196604,6.233817553,0.006001449,0.018997,0.020085,0.0041,32.300,3.9,35.0754
196605,5.883888438,0.031175408,-0.093062,-0.04327,0.0038,32.300,3.8,35.4092
196606,5.808392265,0.0099299,-0.004085,-0.015663,0.0035,32.400,3.8,35.5760
196607,5.732621788,0.005771288,-0.011007,-0.012754,0.0041,32.500,3.8,35.7707
196608,5.274029243,0.030781307,-0.118225,-0.066783,0.004,32.700,3.7,35.7986
196609,5.230144046,0.008963876,-0.017805,-0.00273,0.0045,32.700,3.7,36.1323
196610,5.463633366,0.006006275,-0.026491,0.055802,0.004,32.900,3.6,36.3827
196611,5.517198828,0.037346399,0.038296,0.006102,0.004,32.900,3.8,36.1323
196612,5.532155954,0.009454306,0.007838,-0.00497,0.0043,32.900,3.9,36.2158
196701,5.984852276,0.008286658,0.209335,0.067826,0.0036,32.900,3.8,36.3866
196702,6.016141083,0.028113472,0.040833,0.008048,0.0039,32.900,3.8,35.9739
196703,6.263903822,0.010729839,0.05157,0.039474,0.0032,33.000,3.8,35.7712
196704,6.520974435,0.005798539,0.02962,0.043342,0.0033,33.100,3.8,36.1085
196705,6.218792479,0.032324961,-0.003943,-0.050396,0.0027,33.200,3.9,35.7935
196706,6.356047448,0.009482849,0.097166,0.015192,0.0031,33.300,3.8,35.7890
196707,6.65719062,0.005890184,0.097842,0.039482,0.0031,33.400,3.8,35.7075
196708,6.584400898,0.032481658,0.018395,-0.009961,0.0032,33.500,3.8,36.3916
196709,6.793784846,0.009238178,0.055265,0.034862,0.0039,33.600,4,36.3326
196710,6.595134577,0.008541443,-0.025373,-0.020734,0.0036,33.700,3.9,36.6285
196711,6.610646334,0.03516889,0.016523,0.007007,0.0033,33.800,3.8,37.1523
196712,6.805792614,0.009598471,0.110798,0.025413,0.004,33.900,3.7,37.5525
196801,6.530450662,0.010772133,0.073925,-0.048033,0.0039,34.100,3.8,37.5120
196802,6.296131562,0.029887304,-0.03857,-0.025325,0.0038,34.200,3.7,37.6465
196803,6.330646955,0.008588518,-0.013498,0.013026,0.0043,34.300,3.5,37.7640
196804,6.889029008,0.009362609,0.126575,0.079841,0.0045,34.400,3.5,37.8186
196805,7.01743362,0.032216318,0.107309,0.009602,0.0043,34.500,3.7,38.2429
196806,7.090323703,0.010168092,0.033693,0.008291,0.0048,34.700,3.7,38.3833
196807,6.92838071,0.008496519,0.011377,-0.014753,0.0042,34.900,3.5,38.3245
196808,7.010336525,0.032393427,0.06604,0.012193,0.0043,35.000,3.4,38.4314
196809,7.294262165,0.008708693,0.055675,0.030906,0.0044,35.100,3.4,38.5770
196810,7.358342258,0.012186277,0.018199,0.008056,0.0042,35.300,3.4,38.6536
196811,7.748157797,0.032206623,0.072201,0.049094,0.0043,35.400,3.4,39.1535
196812,7.45032636,0.011590549,-0.004282,-0.044449,0.0053,35.500,3.4,39.2772
196901,7.388570605,0.007990488,-0.014368,-0.008904,0.0046,35.600,3.4,39.5148
196902,6.984467512,0.032641438,-0.080545,-0.038138,0.0046,35.800,3.4,39.7677
196903,7.192262405,0.010015704,0.019783,0.040786,0.0053,36.100,3.4,40.0795
196904,7.336172384,0.008870053,0.018618,0.024579,0.0048,36.300,3.4,39.9320
196905,7.322527103,0.036278047,0.006695,0.006645,0.0051,36.400,3.5,39.7811
196906,6.854251495,0.011597327,-0.114132,-0.048551,0.0053,36.600,3.5,40.1698
196907,6.41392067,0.008685911,-0.094491,-0.057463,0.005,36.800,3.5,40.3818
196908,6.703656709,0.0323259,0.032231,0.049215,0.0062,37.000,3.7,40.4746
196909,6.54343261,0.010657334,-0.011237,-0.02783,0.006,37.100,3.7,40.4655
196910,6.890064409,0.012839908,0.071608,0.042741,0.0052,37.300,3.5,40.4774
196911,6.641112602,0.031890899,-0.05281,-0.026466,0.0064,37.500,3.5,40.0958
196912,6.511909756,0.011672053,-0.074757,-0.010337,0.006,37.700,3.9,39.9882
197001,6.006090654,0.008648758,-0.005729,-0.081759,0.0062,37.800,4.2,39.2477
197002,6.333116284,0.031254078,0.038142,0.057765,0.0057,38.000,4.4,39.2219
197003,6.304123278,0.011921271,-0.011988,-0.000142,0.005,38.200,4.6,39.1710
197004,5.668157017,0.006987815,-0.144477,-0.085739,0.0053,38.500,4.8,39.0702
197005,5.286729727,0.032178521,-0.095234,-0.049136,0.0058,38.600,4.9,39.0247
197006,5.007209753,0.01226922,-0.091686,-0.048154,0.0052,38.800,5,38.8985
197007,5.370122301,0.010620477,0.0603,0.073264,0.0053,39.000,5.1,38.9940
197008,5.607454856,0.029489108,0.055633,0.046417,0.0054,39.000,5.4,38.9245
197009,5.835835278,0.011087272,0.125566,0.032409,0.0046,39.200,5.5,38.6561
197010,5.729809823,0.013671771,-0.073777,-0.004552,0.0046,39.400,5.9,37.8829
197011,6.001918491,0.029238484,-0.007782,0.05428,0.0042,39.600,6.1,37.6534
197012,6.362147637,0.010536654,0.104185,0.051885,0.0038,39.800,5.9,38.5182
197101,6.66980201,0.008214781,0.17959,0.035187,0.0033,39.800,5.9,38.8144
197102,6.737553859,0.030604987,0.054497,0.011772,0.003,39.900,6,38.7405
197103,7.021770831,0.012258698,0.071,0.041488,0.0028,40.000,5.9,38.6985
197104,7.252667721,0.007502814,0.016253,0.032829,0.0029,40.100,5.9,38.9158
197105,6.955069007,0.031946889,-0.059911,-0.038019,0.0037,40.300,5.9,39.1133
197106,6.973026995,0.011848796,-0.02979,0.006903,0.004,40.600,6,39.2773
197107,6.682084416,0.007485547,-0.073291,-0.037922,0.0047,40.700,6.1,39.1633
197108,6.931419714,0.032896721,0.068624,0.037896,0.0037,40.800,6,38.9360
197109,6.881562012,0.010451843,-0.019599,-0.004768,0.0037,40.800,5.8,39.5688
197110,6.596761687,0.011888495,-0.062812,-0.033866,0.0037,40.900,6,39.8650
197111,6.568415402,0.029189475,-0.050385,0.008086,0.0037,40.900,6,40.0342
197112,7.151776079,0.011268796,0.127863,0.081002,0.0029,41.100,5.8,40.4964
197201,7.313520647,0.008941533,0.131232,0.015367,0.0025,41.100,5.7,41.4709
197202,7.506027137,0.030440231,0.0206,0.031604,0.0027,41.300,5.8,41.8616
197203,7.564041221,0.011273317,-0.020431,0.011512,0.0029,41.400,5.7,42.1645
197204,7.605643448,0.006027685,0.008587,0.007128,0.003,41.500,5.7,42.6064
197205,7.702212303,0.034489047,-0.022665,0.02714,0.0029,41.600,5.7,42.5820
197206,7.522280921,0.01173718,-0.040531,-0.015163,0.0031,41.700,5.6,42.7051
197207,7.499714078,0.008270478,-0.032581,0.010018,0.0029,41.900,5.6,42.6924
197208,7.752499441,0.031469837,0.023806,0.03982,0.0034,42.000,5.5,43.2568
197209,7.690417426,0.011240926,-0.036458,0.002296,0.004,42.100,5.6,43.5838
197210,7.759654254,0.010421338,-0.025321,0.015953,0.0037,42.300,5.3,44.1699
197211,8.108877493,0.035016961,0.058753,0.040977,0.0037,42.400,5.2,44.6846
197212,8.187371427,0.010899323,-0.017358,0.022105,0.0044,42.500,4.9,45.2006
197301,7.968596676,0.010489744,-0.02583,-0.006566,0.0041,42.600,5,45.4980
197302,7.617277185,0.031026216,-0.064389,-0.031401,0.0046,42.900,4.9,46.1773
197303,7.566172873,0.010527605,-0.02502,0.003422,0.0052,43.300,5,46.1937
197304,7.206045742,0.0093463,-0.057357,-0.040382,0.0051,43.600,4.9,46.1272
197305,7.037525157,0.033288665,-0.078585,-0.005374,0.0051,43.900,4.9,46.4199
197306,6.965643875,0.011841688,-0.031514,0.000589,0.0064,44.200,4.8,46.4535
197307,7.31827263,0.010531273,0.114595,0.036858,0.007,44.300,4.8,46.6480
197308,7.062155043,0.034377131,-0.052327,-0.033029,0.0068,45.100,4.8,46.5669
197309,7.425192185,0.00933725,0.107002,0.029849,0.0065,45.200,4.6,46.9866
197310,7.40124594,0.013576561,-0.002799,0.00224,0.0056,45.600,4.8,47.2997
197311,6.503852271,0.038299754,-0.20429,-0.099746,0.0064,45.900,4.9,47.5480
197312,6.590047825,0.012671315,-0.020715,0.01424,0.0063,46.200,5.1,47.4375
197401,6.575055467,0.011022932,0.227726,-0.022151,0.0058,46.600,5.2,47.1083
197402,6.56237876,0.033768338,-0.006418,-0.000283,0.0056,47.200,5.1,46.9634
197403,6.391461605,0.012228316,0.001729,-0.023442,0.0075,47.800,5.1,46.9733
197404,6.103193904,0.011475817,-0.059146,-0.035639,0.0075,48.000,5.1,46.8300
197405,5.854684054,0.034599498,-0.080931,-0.021961,0.006,48.600,5.4,47.1848
197406,5.729856336,0.013721775,-0.033847,-0.01359,0.007,49.000,5.5,47.1292
197407,5.302431972,0.01071705,-0.053463,-0.084107,0.006,49.400,5.5,47.1505
197408,4.81155403,0.038118958,-0.068641,-0.081323,0.0081,50.000,5.9,46.6882
197409,4.268902155,0.0120073,-0.069714,-0.123075,0.0051,50.600,6,46.7161
197410,4.972476995,0.013833263,0.083501,0.18053,0.0054,51.100,6.6,46.5360
197411,4.734981549,0.037251484,-0.069964,-0.047191,0.007,51.500,7.2,45.0062
197412,4.608728001,0.014866015,-0.086945,-0.018675,0.0058,51.900,8.1,43.4204
197501,5.221725694,0.009199995,0.586117,0.100443,0.0043,52.100,8.1,42.8246
197502,5.497813997,0.037882917,-0.053346,0.067424,0.0041,52.500,8.6,41.8301
197503,5.643033256,0.014493982,0.167648,0.017244,0.0044,52.700,8.8,41.3862
197504,5.89594272,0.011862014,-0.023839,0.048573,0.0044,52.900,9,41.4258
197505,6.1854453,0.034525578,0.075511,0.054076,0.0041,53.200,8.8,41.3326
197506,6.487789866,0.015380273,0.107442,0.040634,0.0048,53.600,8.6,41.6042
197507,6.062735825,0.012912128,-0.029967,-0.068381,0.0048,54.200,8.4,42.0025
197508,5.903704202,0.034818155,-0.078934,-0.01619,0.0053,54.300,8.4,42.4426
197509,5.676535568,0.014237557,-0.056353,-0.035799,0.0056,54.600,8.4,42.9708
197510,6.005604335,0.015055846,-0.009746,0.063119,0.0041,54.900,8.3,43.1611
197511,6.159846271,0.034256158,0.028687,0.030006,0.0048,55.300,8.2,43.2561
197512,6.081961175,0.015304318,-0.000471,-0.014128,0.0047,55.500,7.9,43.7944
197601,6.833928772,0.010100192,0.283477,0.110549,0.0034,55.600,7.7,44.4309
197602,6.803845818,0.037684312,0.193982,-0.016855,0.004,55.800,7.6,44.8644
197603,6.98952277,0.016136592,-0.02743,0.038716,0.0042,55.900,7.7,44.9160
197604,6.9045791,0.008654918,-0.03874,-0.010387,0.0037,56.100,7.4,45.1733
197605,6.798421196,0.043645016,-0.043734,-0.007403,0.0043,56.500,7.6,45.3729
197606,7.105968174,0.015614556,0.029821,0.043477,0.0047,56.800,7.8,45.3841
197607,7.043222475,0.010126071,-0.002404,-0.007496,0.0042,57.100,7.8,45.6491
197608,7.002160488,0.044352603,-0.029706,0.005295,0.0044,57.400,7.6,45.9698
197609,7.167642547,0.01449523,0.008052,0.026887,0.0041,57.600,7.7,46.1015
197610,7.001647113,0.013671099,-0.025098,-0.01976,0.004,57.900,7.8,46.1172
197611,6.986138465,0.049936006,0.031623,-0.008764,0.004,58.000,7.8,46.7939
197612,7.376698536,0.01495041,0.133761,0.047889,0.0036,58.200,7.5,47.2798
197701,7.071472881,0.012478695,0.028532,-0.04856,0.0035,58.500,7.6,47.0230
197702,6.907648068,0.045109553,-0.016844,-0.014479,0.0038,59.100,7.4,47.7335
197703,6.815817795,0.01721054,0.022169,-0.016839,0.0038,59.500,7.2,48.3415
197704,6.833143604,0.009324644,0.013011,-0.002942,0.0037,60.000,7,48.7789
197705,6.695817917,0.052610044,0.000227,-0.015455,0.004,60.300,7.2,49.2046
197706,7.021161014,0.017438333,0.063052,0.047979,0.0042,60.700,6.9,49.5627
197707,6.902833387,0.009507413,0.012506,-0.014182,0.0044,61.000,7,49.6389
197708,6.754118745,0.050782233,-0.02551,-0.01145,0.0043,61.200,6.8,49.6517
197709,6.739617652,0.017333871,0.003559,-0.001238,0.0049,61.400,6.8,49.8872
197710,6.459674153,0.014113263,-0.026869,-0.042747,0.005,61.600,6.8,49.9859
197711,6.675944044,0.057275436,0.12625,0.031871,0.0049,61.900,6.4,50.0357
197712,6.695484532,0.017393241,-0.002473,0.004748,0.0049,62.100,6.4,50.1135
197801,6.297283981,0.013953983,-0.003211,-0.06254,0.0046,62.500,6.3,49.4201
197802,6.170588924,0.049993569,0.030987,-0.016015,0.0053,62.900,6.3,49.6618
197803,6.347456514,0.019330134,0.117752,0.020185,0.0054,63.400,6.1,50.6053
197804,6.866519771,0.010560111,0.076768,0.089305,0.0051,63.900,6,51.6639
197805,6.93950401,0.057049749,0.072217,0.008384,0.0054,64.500,5.9,51.8472
197806,6.827049347,0.020637014,-0.017068,-0.016802,0.0056,65.200,6.2,52.2056
197807,7.201847529,0.013300992,0.050109,0.053845,0.0056,65.700,5.9,52.1834
197808,7.418651947,0.053334396,0.136427,0.029532,0.0062,66.000,6,52.3807
197809,7.350333581,0.019098605,-0.019325,-0.003581,0.0068,66.500,5.8,52.5124
197810,6.579018977,0.02018522,-0.260148,-0.07532,0.007,67.100,5.9,52.9384
197811,6.730803524,0.056218132,0.057309,0.028605,0.0078,67.400,6,53.3363
197812,6.821366485,0.020574248,0.006974,0.019985,0.0077,67.700,5.9,53.6296
197901,7.125319754,0.018085464,0.150477,0.034469,0.0073,68.300,5.9,53.2837
197902,6.865266959,0.053593042,-0.02928,-0.026963,0.0081,69.100,5.8,53.5675
197903,7.268615123,0.021629702,0.104643,0.04975,0.008,69.800,5.8,53.7364
197904,7.302341498,0.015678307,0.029772,0.004907,0.0082,70.600,5.6,53.1571
197905,7.131612753,0.0619979,0.012407,-0.019173,0.0081,71.500,5.7,53.5566
197906,7.428473266,0.021756684,0.049293,0.035398,0.0077,72.300,5.7,53.5534
197907,7.524731422,0.01755125,0.015282,0.005821,0.0077,73.100,6,53.4808
197908,7.938253038,0.060369359,0.095058,0.059226,0.0083,73.800,5.9,53.1195
197909,7.91643078,0.018922177,-0.023366,0.000656,0.0087,74.600,6,53.1786
197910,7.344563654,0.02366873,-0.144554,-0.056727,0.0099,75.200,5.9,53.4617
197911,7.728074734,0.061366239,0.103021,0.050598,0.0095,75.900,6,53.4090
197912,7.88094378,0.023290794,0.047572,0.01047,0.008,76.700,6.3,53.4536
198001,8.349458007,0.019493866,0.070962,0.064123,0.0089,77.800,6.3,53.7071
198002,8.259083473,0.061533042,-0.037309,0.014754,0.0121,78.900,6.3,53.7262
198003,7.344687306,0.025798374,-0.17773,-0.095199,0.0126,80.100,6.9,53.5481
198004,7.685451418,0.018966866,0.061434,0.041594,0.0081,81.000,7.5,52.4571
198005,8.072390841,0.061988796,0.065133,0.048023,0.0061,81.800,7.6,51.1904
198006,8.315676556,0.026787135,0.035397,0.026949,0.0053,82.700,7.8,50.5575
198007,8.863588168,0.0213913,0.103243,0.0573,0.0064,82.700,7.7,50.1660
198008,8.980020262,0.060675137,0.073767,0.014198,0.0075,83.300,7.5,50.3530
198009,9.21394081,0.026875577,0.031075,0.027327,0.0095,84.000,7.5,51.1727
198010,9.367656985,0.027299626,0.046284,0.022186,0.0096,84.800,7.5,51.8129
198011,10.31535474,0.060729992,0.004192,0.12785,0.0131,85.500,7.2,52.7175
198012,9.940257495,0.027606586,-0.034651,-0.039564,0.0104,86.300,7.5,53.0142
198101,9.489069207,0.018532572,0.042392,-0.057862,0.0107,87.000,7.4,52.7119
198102,9.596172331,0.066776188,0.028347,0.017881,0.0121,87.900,7.4,52.4633
198103,9.977418662,0.030760742,0.080917,0.018145,0.0108,88.500,7.2,52.7501
198104,9.794273165,0.019020322,0.023318,-0.030686,0.0115,89.100,7.5,52.5233
198105,9.807113457,0.066723322,0.020333,-0.003103,0.0135,89.800,7.5,52.8211
